Facility Name,Division,District,Reporting Date,Status,Verified,Suspected cases,Confirmed cases,Suspected deaths,Confirmed deaths,Admitted,Discharged,Serum samples sent
Bangladesh medical University,Dhaka,Dhaka,4/17/2026,,,6,6,0,0,6,3,
BIRDEM Women & Children Hospital,Dhaka,Dhaka,4/17/2026,,,0,0,0,0,0,0,
BRB Hospital Ltd,Dhaka,Dhaka,4/17/2026,,,7,0,0,0,3,1,
Central Police Hospital Rajarbag Dhaka,Dhaka,Dhaka,4/17/2026,,,1,1,0,0,1,0,
Dhaka Civil Surgeon Office,Dhaka,Dhaka,4/17/2026,,,11,0,0,0,9,8,
DELTA HOSPITAL LIMITED,Dhaka,Dhaka,4/17/2026,,,0,0,0,0,0,1,
Dhaka medical College hospital,Dhaka,Dhaka,4/17/2026,,,7,7,0,0,7,4,
"DNCC Dedicated Covid-19 Hospital, Mohakhali, Dhaka",Dhaka,Dhaka,4/17/2026,,,206,19,1,0,121,73,
"Dr. M R Khan shishu Hospital & Institute of Child Health, Mirpur-2, Dhaka",Dhaka,Dhaka,4/17/2026,,,36,36,0,0,10,7,
Enam Medical College & Hospital,Dhaka,Dhaka,4/17/2026,,,0,0,0,0,7,4,
Hi-Care General Hospital Ltd.,Dhaka,Dhaka,4/17/2026,,,0,0,0,0,0,0,
"Infectious Diseases Hospital, Mohakhali, Dhaka-1212",Dhaka,Dhaka,4/17/2026,,,31,14,0,0,21,10,
Insaf Barakah Kidney & General Hospital,Dhaka,Dhaka,4/17/2026,,,0,0,0,0,0,0,
Japan Bangladesh Friendship Hospital Ltd.,Dhaka,Dhaka,4/17/2026,,,0,0,0,0,0,0,
Kurmitola General Hospital,Dhaka,Dhaka,4/17/2026,,,3,0,0,0,3,5,
"Mugda Medical College Hospital, Dhaka",Dhaka,Dhaka,4/17/2026,,,15,0,0,0,15,13,
Popular Medical College And Hospital Ltd,Dhaka,Dhaka,4/17/2026,,,0,0,0,0,0,0,
Shaheed Suhrawardy Medical College Hospital,Dhaka,Dhaka,4/17/2026,,,25,19,0,0,21,29,
Sir Salimullah Medical College Mitford Hospital Dhaka,Dhaka,Dhaka,4/17/2026,,,13,0,0,0,0,0,
Square Hospital Lt,Dhaka,Dhaka,4/17/2026,,,1,1,0,0,1,1,
Universal medical college hospital,Dhaka,Dhaka,4/17/2026,,,0,1,0,1,0,2,
Faridpur Civil Surgeon Office,Dhaka,Faridpur,4/17/2026,,,23,0,0,0,21,22,
Gazipur Civil Surgeon Office,Dhaka,Gazipur,4/17/2026,,,14,0,0,0,14,21,
Gopalganj  Civil Surgeon Office,Dhaka,Gopalganj  ,4/17/2026,,,20,0,0,0,18,8,
Kishoreganj Civil Surgeon Office,Dhaka,Kishoreganj,4/17/2026,,,29,0,0,0,21,18,
Madaripur Civil Surgeon Office,Dhaka,Madaripur,4/17/2026,,,13,0,0,0,10,19,
Manikganj Civil Surgeon Office,Dhaka,Manikganj,4/17/2026,,,8,0,1,0,8,18,
Munshiganj Civil Surgeon Office,Dhaka,Munshiganj,4/17/2026,,,6,0,0,0,3,5,
Narayanganj Civil Surgeon Office,Dhaka,Narayanganj,4/17/2026,,,0,0,0,0,0,0,
Narsingdi Civil Surgeon Office,Dhaka,Narsingdi,4/17/2026,,,7,7,0,0,7,12,
Rajbari Civil Surgeon Office,Dhaka,Rajbari,4/17/2026,,,6,0,0,0,6,4,
Shariatpur Civil Surgeon Office,Dhaka,Shariatpur,4/17/2026,,,9,0,0,0,6,3,
Tangail Civil Surgeon Office,Dhaka,Tangail,4/17/2026,,,18,1,0,0,16,19,
Bagerhat Civil Surgeon Office,Khulna,Bagerhat,4/17/2026,,,1,1,0,0,1,7,
Chuadanga Civil Surgeon Office,Khulna,Chuadanga,4/17/2026,,,1,0,0,0,1,1,
Jashore Civil Surgeon Office,Khulna,Jashore,4/17/2026,,,14,0,0,0,13,20,
Jhenaidah Civil Surgeon Office,Khulna,Jhenaidah,4/17/2026,,,4,0,0,0,4,2,
Khulna Civil Surgeon Office,Khulna,Khulna,4/17/2026,,,9,0,0,0,9,9,
Kushtia Civil Surgeon Office,Khulna,Kushtia,4/17/2026,,,21,0,0,0,21,57,
Magura Civil Surgeon Office,Khulna,Magura,4/17/2026,,,10,0,0,0,10,15,
Meherpur Civil Surgeon Office,Khulna,Meherpur,4/17/2026,,,6,0,0,0,3,1,
Narail Civil Surgeon Office,Khulna,Narail,4/17/2026,,,7,0,0,0,7,4,
Satkhira Civil Surgeon Office,Khulna,Satkhira,4/17/2026,,,4,0,0,0,4,2,
Jamalpur Civil Surgeon Office,Mymensingh,Jamalpur,4/17/2026,,,3,0,0,0,3,5,
Mymensingh Civil Surgeon Office,Mymensingh,Mymensingh,4/17/2026,,,1,0,0,0,0,0,
Netrokona Civil Surgeon Office,Mymensingh,Netrokona,4/17/2026,,,9,0,0,0,9,6,
Sherpur Civil Surgeon Office,Mymensingh,Sherpur,4/17/2026,,,2,0,0,0,0,0,
Bogura Civil Surgeon Office,Rajshahi,Bogura,4/17/2026,,,4,0,0,0,7,9,
chapainawabganj Civil Surgeon Office,Rajshahi,chapainawabganj,4/17/2026,,,23,0,0,0,23,29,
Joypurhat Civil Surgeon Office,Rajshahi,Joypurhat,4/17/2026,,,5,0,0,0,4,5,
Naogaon Civil Surgeon Office,Rajshahi,Naogaon,4/17/2026,,,13,0,0,0,9,4,
Natore Civil Surgeon Office,Rajshahi,Natore,4/17/2026,,,7,0,0,0,3,5,
Pabna Civil Surgeon Office,Rajshahi,Pabna,4/17/2026,,,20,0,0,0,20,11,
Rajshahi Civil Surgeon Office,Rajshahi,Rajshahi,4/17/2026,,,5,0,0,0,5,0,
Rajshahi Medical college Hospital,Rajshahi,Rajshahi,4/17/2026,,,135,0,0,0,14,24,
Sirajganj Civil Surgeon Office,Rajshahi,Sirajganj,4/17/2026,,,5,5,0,0,5,2,
Dinajpur Civil Surgeon Office,Rangpur,Dinajpur,4/17/2026,,,0,0,0,0,0,0,
Gaibandha Civil Surgeon Office,Rangpur,Gaibandha,4/17/2026,,,3,0,0,0,1,1,
Kurigram Civil Surgeon Office,Rangpur,Kurigram,4/17/2026,,,0,0,0,0,0,0,
Lalmonirhat Civil Surgeon Office,Rangpur,Lalmonirhat,4/17/2026,,,4,0,0,0,1,1,
Nilphamari Civil Surgeon Office,Rangpur,Nilphamari,4/17/2026,,,5,0,0,0,1,1,
Panchagarh Civil Surgeon Office,Rangpur,Panchagarh,4/17/2026,,,0,0,0,0,0,1,
Rangpur Civil Surgeon Office,Rangpur,Rangpur,4/17/2026,,,0,0,0,0,0,0,
Kasir Uddin Hospital & Diagnostic Center,Rangpur,Rangpur,4/17/2026,,,0,0,0,0,0,0,
Thakurgaon Civil Surgeon Office,Rangpur,Thakurgaon,4/17/2026,,,1,0,0,0,1,1,
Habiganj Civil Surgeon Office,Sylhet,Habiganj,4/17/2026,,,9,0,0,0,9,2,
moulvibazar Civil Surgeon Office,Sylhet,moulvibazar,4/17/2026,,,9,0,0,0,9,3,
Sunamganj Civil Surgeon Office,Sylhet,Sunamganj,4/17/2026,,,21,0,0,0,11,18,
Sylhet Civil Surgeon Office,Sylhet,Sylhet,4/17/2026,,,14,0,0,0,11,3,
Barguna Civil Surgeon Office,Barisal,Barguna,4/18/2026,,,28,0,2,-2,10,2,
Barisal Civil Surgeon Office,Barisal,Barisal,4/18/2026,,,1,0,0,0,2,4,
Bhola Civil Surgeon Office,Barisal,Bhola,4/18/2026,,,4,0,0,0,4,8,
Jhalakathi Civil Surgeon Office,Barisal,Jhalakathi,4/18/2026,,,0,0,0,0,0,0,
Patuakhali Civil Surgeon Office,Barisal,Patuakhali,4/18/2026,,,17,0,0,0,17,14,
Pirojpur Civil Surgeon Office,Barisal,Pirojpur,4/18/2026,,,0,0,0,0,0,0,
Bandarban Civil Surgeon Office,Chattogram,Bandarban,4/18/2026,,,0,0,0,0,0,0,
Brahmanbaria Civil Surgeon Office,Chattogram,Brahmanbaria,4/18/2026,,,6,0,0,0,6,3,
Chandpur Civil Surgeon Office,Chattogram,Chandpur,4/18/2026,,,10,0,0,0,10,5,
Chattogram Civil Surgeon Office,Chattogram,Chattogram,4/18/2026,,,8,2,0,0,8,4,
Cox's Bazar Civil Surgeon Office,Chattogram,Cox's Bazar,4/18/2026,,,23,0,0,0,23,9,
Cumilla Civil Surgeon Office,Chattogram,Cumilla,4/18/2026,,,15,0,0,0,15,21,
Feni Civil Surgeon Office,Chattogram,Feni,4/18/2026,,,0,0,0,0,0,0,
Khagrachhari Civil Surgeon Office,Chattogram,Khagrachhari,4/18/2026,,,0,0,0,0,0,0,
Lakshmipur Civil Surgeon Office,Chattogram,Lakshmipur,4/18/2026,,,11,0,0,0,11,4,
Noakhali Civil Surgeon Office,Chattogram,Noakhali,4/18/2026,,,19,0,0,0,19,18,
Rangamati Civil Surgeon Office,Chattogram,Rangamati,4/18/2026,,,0,0,0,0,0,0,
"Ad-din Medical College Hospital, Moghbazar, Dhaka-1217",Dhaka,Dhaka,4/18/2026,,,0,0,0,0,2,0,
Aichi Hospital Ltd.,Dhaka,Dhaka,4/18/2026,,,1,0,0,0,0,4,
AMZ Hospital Ltd.,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,0,
Anwer Khan Modern Medical College Hospital,Dhaka,Dhaka,4/18/2026,,,0,8,0,0,1,1,
Asgar Ali Hospital,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,0,
Bangladesh medical University,Dhaka,Dhaka,4/18/2026,,,8,8,0,0,8,0,
Bangladesh Shishu Hospital & Institute,Dhaka,Dhaka,4/18/2026,,,5,0,0,0,5,0,
Bangladesh Specialized Hospital PLC,Dhaka,Dhaka,4/18/2026,,,2,1,0,0,2,0,
BIRDEM Women & Children Hospital,Dhaka,Dhaka,4/18/2026,,,1,1,0,0,1,0,
Central Police Hospital Rajarbag Dhaka,Dhaka,Dhaka,4/18/2026,,,0,3,0,0,0,0,
City Hospital Ltd.,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,0,
Dhaka Civil Surgeon Office,Dhaka,Dhaka,4/18/2026,,,4,0,0,0,4,2,
Continental Hospital,Dhaka,Dhaka,4/18/2026,,,1,1,0,0,1,0,
DELTA HOSPITAL LIMITED,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,0,
Dhaka medical College hospital,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,0,
"DNCC Dedicated Covid-19 Hospital, Mohakhali, Dhaka",Dhaka,Dhaka,4/18/2026,,,205,10,0,0,109,132,
"Dr. M R Khan shishu Hospital & Institute of Child Health, Mirpur-2, Dhaka",Dhaka,Dhaka,4/18/2026,,,26,26,0,0,4,4,
Enam Medical College & Hospital,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,3,1,
Evercare Hospital Dhaka,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,1,
Hi-Care General Hospital Ltd.,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,0,
Holy Family Red Crescent Medical College Hospital,Dhaka,Dhaka,4/18/2026,,,0,4,0,0,0,2,
Ibn Sina Hospital,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,0,
Ibn Sina Medical College Hospital,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,0,
"Infectious Diseases Hospital, Mohakhali, Dhaka-1212",Dhaka,Dhaka,4/18/2026,,,11,0,0,0,3,2,
Insaf Barakah Kidney & General Hospital,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,0,
Japan Bangladesh Friendship Hospital Ltd.,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,0,
Khidmah Hospital (Pvt.) Ltd.,Dhaka,Dhaka,4/18/2026,,,1,0,1,0,1,0,
Kurmitola General Hospital,Dhaka,Dhaka,4/18/2026,,,1,0,0,0,1,1,
Kuwait Bangladesh Friendship Govt. Hospital,Dhaka,Dhaka,4/18/2026,,,2,0,0,0,4,1,
Labaid Hospital,Dhaka,Dhaka,4/18/2026,,,3,3,0,0,3,1,
Millennium Specialized Hospital Ltd.,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,0,
"National Institute of Traumatology and Orthopaedic Rehabilitation (NITOR),",Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,0,
Popular Medical College And Hospital Ltd.,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,0,
"Shaheed Monsur Ali Medcial College Hospital, Uttara",Dhaka,Dhaka,4/18/2026,,,0,0,0,0,1,1,
Shaheed Suhrawardy Medical College Hospital,Dhaka,Dhaka,4/18/2026,,,48,14,0,0,43,6,
"Sir Salimullah Medical College, mitford Hospital Dhaka",Dhaka,Dhaka,4/18/2026,,,10,0,0,0,1,1,
Square Hospital Lt,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,0,
United Medical College Hospital,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,0,
Universal medical college hospital,Dhaka,Dhaka,4/18/2026,,,0,1,0,0,1,0,
UTTARA CRESCENT CLINIC PVT. LTD.,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,1,
Zainul Haque Sikder Women's Medical College & Hospital (pvt) Ltd. Gulshan.,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,0,
Faridpur Civil Surgeon Office,Dhaka,Faridpur,4/18/2026,,,16,0,1,0,16,3,
Gazipur Civil Surgeon Office,Dhaka,Gazipur,4/18/2026,,,13,0,0,0,13,4,
Gopalganj  Civil Surgeon Office,Dhaka,Gopalganj  ,4/18/2026,,,20,0,0,0,18,18,
Kishoreganj Civil Surgeon Office,Dhaka,Kishoreganj,4/18/2026,,,20,0,0,0,20,15,
Madaripur Civil Surgeon Office,Dhaka,Madaripur,4/18/2026,,,12,0,0,0,12,8,
Manikganj Civil Surgeon Office,Dhaka,Manikganj,4/18/2026,,,11,0,0,0,11,15,
Munshiganj Civil Surgeon Office,Dhaka,Munshiganj,4/18/2026,,,2,0,0,0,2,2,
Narayanganj Civil Surgeon Office,Dhaka,Narayanganj,4/18/2026,,,0,0,0,0,0,0,
Narsingdi Civil Surgeon Office,Dhaka,Narsingdi,4/18/2026,,,18,0,0,0,18,7,
Rajbari Civil Surgeon Office,Dhaka,Rajbari,4/18/2026,,,3,0,0,0,3,1,
Shariatpur Civil Surgeon Office,Dhaka,Shariatpur,4/18/2026,,,0,0,0,0,0,0,
Tangail Civil Surgeon Office,Dhaka,Tangail,4/18/2026,,,62,1,0,0,19,18,
Bagerhat Civil Surgeon Office,Khulna,Bagerhat,4/18/2026,,,0,0,0,0,0,0,
Chuadanga Civil Surgeon Office,Khulna,Chuadanga,4/18/2026,,,1,0,0,0,1,1,
Jashore Civil Surgeon Office,Khulna,Jashore,4/18/2026,,,11,1,0,0,10,14,
Jhenaidah Civil Surgeon Office,Khulna,Jhenaidah,4/18/2026,,,0,0,0,0,0,0,
Khulna Civil Surgeon Office,Khulna,Khulna,4/18/2026,,,8,0,0,0,8,17,
Kushtia Civil Surgeon Office,Khulna,Kushtia,4/18/2026,,,17,0,0,0,17,29,
Magura Civil Surgeon Office,Khulna,Magura,4/18/2026,,,8,0,0,0,8,7,
Meherpur Civil Surgeon Office,Khulna,Meherpur,4/18/2026,,,0,0,0,0,0,0,
Narail Civil Surgeon Office,Khulna,Narail,4/18/2026,,,0,0,0,0,0,0,
Satkhira Civil Surgeon Office,Khulna,Satkhira,4/18/2026,,,0,0,0,0,0,0,
Jamalpur Civil Surgeon Office,Mymensingh,Jamalpur,4/18/2026,,,0,0,0,0,0,2,
Mymensingh Civil Surgeon Office,Mymensingh,Mymensingh,4/18/2026,,,0,0,0,0,0,0,
Netrokona Civil Surgeon Office,Mymensingh,Netrokona,4/18/2026,,,5,0,0,0,5,0,
Sherpur Civil Surgeon Office,Mymensingh,Sherpur,4/18/2026,,,0,0,0,0,0,0,
Sherpur Civil Surgeon Office,Mymensingh,Sherpur,4/18/2026,,,0,0,0,0,0,0,
Bogura Civil Surgeon Office,Rajshahi,Bogura,4/18/2026,,,0,0,0,0,2,3,
chapainawabganj Civil Surgeon Office,Rajshahi,chapainawabganj,4/18/2026,,,34,0,0,0,34,17,
Joypurhat Civil Surgeon Office,Rajshahi,Joypurhat,4/18/2026,,,3,0,0,0,3,1,
Naogaon Civil Surgeon Office,Rajshahi,Naogaon,4/18/2026,,,0,0,0,0,0,4,
Natore Civil Surgeon Office,Rajshahi,Natore,4/18/2026,,,0,0,0,0,0,0,
Pabna Civil Surgeon Office,Rajshahi,Pabna,4/18/2026,,,20,0,0,0,20,11,
Rajshahi Civil Surgeon Office,Rajshahi,Rajshahi,4/18/2026,,,0,0,0,0,0,0,
Rajshahi Medical College Hospital,Rajshahi,Rajshahi,4/18/2026,,,149,0,0,0,24,10,
Sirajganj Civil Surgeon Office,Rajshahi,Sirajganj,4/18/2026,,,2,2,0,0,2,5,
Dinajpur Civil Surgeon Office,Rangpur,Dinajpur,4/18/2026,,,0,0,0,0,0,0,
Gaibandha Civil Surgeon Office,Rangpur,Gaibandha,4/18/2026,,,2,0,0,0,2,1,
Kurigram Civil Surgeon Office,Rangpur,Kurigram,4/18/2026,,,0,0,0,0,0,0,
Lalmonirhat Civil Surgeon Office,Rangpur,Lalmonirhat,4/18/2026,,,1,0,0,0,1,0,
Nilphamari Civil Surgeon Office,Rangpur,Nilphamari,4/18/2026,,,0,0,0,0,0,2,
Panchagarh Civil Surgeon Office,Rangpur,Panchagarh,4/18/2026,,,0,0,0,0,0,0,
Rangpur Civil Surgeon Office,Rangpur,Rangpur,4/18/2026,,,0,0,0,0,0,0,
Thakurgaon Civil Surgeon Office,Rangpur,Thakurgaon,4/18/2026,,,0,0,0,0,0,0,
Habiganj Civil Surgeon Office,Sylhet,Habiganj,4/18/2026,,,9,0,0,0,9,2,
Mkulvibazar Civil Surgeon Office,Sylhet,Mkulvibazar,4/18/2026,,,14,0,0,0,14,30,
Sunamganj Civil Surgeon Office,Sylhet,Sunamganj,4/18/2026,,,4,0,0,0,4,4,
Sylhet Civil Surgeon Office,Sylhet,Sylhet,4/18/2026,,,6,0,0,0,5,4,
Barguna Civil Surgeon Office,Barisal,Barguna,4/19/2026,,,39,0,0,0,5,23,
Barisal Civil Surgeon Office,Barisal,Barisal,4/19/2026,,,18,0,0,0,11,3,
Bhola Civil Surgeon Office,Barisal,Bhola,4/19/2026,,,6,0,1,0,6,6,
Jhalakathi Civil Surgeon Office,Barisal,Jhalakathi,4/19/2026,,,3,0,0,0,2,2,
Patuakhali Civil Surgeon Office,Barisal,Patuakhali,4/19/2026,,,20,0,0,0,20,3,
Pirojpur Civil Surgeon Office,Barisal,Pirojpur,4/19/2026,,,8,0,0,0,8,5,
Bandarban Civil Surgeon Office,Chattogram,Bandarban,4/19/2026,,,0,0,0,0,0,0,
Brahmanbaria Civil Surgeon Office,Chattogram,Brahmanbaria,4/19/2026,,,4,1,0,0,4,0,
Chandpur Civil Surgeon Office,Chattogram,Chandpur,4/19/2026,,,11,0,0,0,11,1,
Chattogram Civil Surgeon Office,Chattogram,Chattogram,4/19/2026,,,23,2,0,0,23,19,
Cox's Bazar Civil Surgeon Office,Chattogram,Cox's Bazar,4/19/2026,,,41,0,0,0,41,52,
Cumilla Civil Surgeon Office,Chattogram,Cumilla,4/19/2026,,,50,0,0,0,42,22,
Feni Civil Surgeon Office,Chattogram,Feni,4/19/2026,,,0,0,0,0,2,5,
Khagrachhari Civil Surgeon Office,Chattogram,Khagrachhari,4/19/2026,,,0,0,0,0,0,0,
Lakshmipur Civil Surgeon Office,Chattogram,Lakshmipur,4/19/2026,,,21,0,0,0,21,14,
Noakhali Civil Surgeon Office,Chattogram,Noakhali,4/19/2026,,,10,0,0,0,10,0,
Rangamati Civil Surgeon Office,Chattogram,Rangamati,4/19/2026,,,0,0,0,0,0,0,
"Ad-din Medical College Hospital, Moghbazar, Dhaka-1217",Dhaka,Dhaka,4/19/2026,,,0,0,0,0,0,0,
Aichi Hospital Ltd.,Dhaka,Dhaka,4/19/2026,,,0,1,0,0,0,3,
AMZ Hospital Ltd.,Dhaka,Dhaka,4/19/2026,,,0,0,0,0,0,0,
Anwer Khan Modern Medical College Hospital,Dhaka,Dhaka,4/19/2026,,,0,8,0,0,2,2,
Asgar Ali Hospital,Dhaka,Dhaka,4/19/2026,,,0,0,0,0,0,0,
Bangladesh medical University,Dhaka,Dhaka,4/19/2026,,,8,8,0,0,8,2,
Bangladesh Shishu Hospital & Institute,Dhaka,Dhaka,4/19/2026,,,10,0,0,0,10,12,
Bangladesh Specialized Hospital PLC,Dhaka,Dhaka,4/19/2026,,,2,1,0,0,2,1,
BIRDEM Women & Children Hospital,Dhaka,Dhaka,4/19/2026,,,1,0,0,0,1,2,
BRB Hospital Ltd,Dhaka,Dhaka,4/19/2026,,,1,0,0,0,1,0,
Central Police Hospital Rajarbag Dhaka,Dhaka,Dhaka,4/19/2026,,,0,2,0,0,0,1,
Dhaka Civil Surgeon Office,Dhaka,Dhaka,4/19/2026,,,20,0,0,0,12,4,
Continental Hospital,Dhaka,Dhaka,4/19/2026,,,1,0,0,0,1,2,
DELTA HOSPITAL LIMITED,Dhaka,Dhaka,4/19/2026,,,0,0,0,0,0,0,
Dhaka Central International Medical College & Hospital,Dhaka,Dhaka,4/19/2026,,,3,3,0,0,3,2,
Dhaka medical College hospital,Dhaka,Dhaka,4/19/2026,,,5,5,0,0,5,5,
"DNCC Dedicated Covid-19 Hospital, Mohakhali, Dhaka",Dhaka,Dhaka,4/19/2026,,,220,72,0,0,111,81,
"Dr. M R Khan shishu Hospital & Institute of Child Health, Mirpur-2, Dhaka",Dhaka,Dhaka,4/19/2026,,,29,10,0,0,10,12,
Enam Medical College & Hospital,Dhaka,Dhaka,4/19/2026,,,0,1,0,0,2,4,
EXIM Bank Hospital,Dhaka,Dhaka,4/19/2026,,,0,0,0,0,0,0,
Hi-Care General Hospital Ltd.,Dhaka,Dhaka,4/19/2026,,,0,0,0,0,0,0,
Holy Family Red Crescent Medical College Hospital,Dhaka,Dhaka,4/19/2026,,,0,3,0,0,0,3,
Ibn Sina Hospital,Dhaka,Dhaka,4/19/2026,,,0,0,0,0,0,0,
"Infectious Diseases Hospital, Mohakhali, Dhaka-1212",Dhaka,Dhaka,4/19/2026,,,49,7,0,0,7,19,
Insaf Barakah Kidney & General Hospital,Dhaka,Dhaka,4/19/2026,,,0,0,0,0,0,0,
Japan Bangladesh Friendship Hospital Ltd.,Dhaka,Dhaka,4/19/2026,,,0,0,0,0,0,0,
Khidmah Hospital(Pvt.) Ltd.,Dhaka,Dhaka,4/19/2026,,,0,0,0,0,0,0,
Kurmitola General Hospital,Dhaka,Dhaka,4/19/2026,,,3,0,0,0,2,1,
Kuwait Bangladesh Friendship Govt. Hospital,Dhaka,Dhaka,4/19/2026,,,2,0,0,0,0,1,
Labaid Hospital,Dhaka,Dhaka,4/19/2026,,,0,0,0,0,0,0,
Medical College for Women & Hospital,Dhaka,Dhaka,4/19/2026,,,2,2,0,0,2,0,
Millennium Specialized Hospital Ltd.,Dhaka,Dhaka,4/19/2026,,,0,0,0,0,0,3,
"Mugda Medical College Hospital, Dhaka",Dhaka,Dhaka,4/19/2026,,,11,0,0,0,11,13,
National Institute of Traumatology and Orthopaedic Rehabilitation (NITOR),Dhaka,Dhaka,4/19/2026,,,0,0,0,0,0,0,
"Shaheed Monsur Ali Medical College Hospital, Uttara, Dhaka",Dhaka,Dhaka,4/19/2026,,,0,0,0,0,1,0,
Shaheed Suhrawardy Medical College Hospital,Dhaka,Dhaka,4/19/2026,,,41,2,0,0,33,36,
Sir Salimullah Medical College Mitford Hospital Dhaka,Dhaka,Dhaka,4/19/2026,,,0,0,0,0,1,1,
Square Hospital Ltd,Dhaka,Dhaka,4/19/2026,,,0,0,0,0,0,0,
United Medical College Hospital,Dhaka,Dhaka,4/19/2026,,,0,0,0,0,0,0,
Universal medical college hospital,Dhaka,Dhaka,4/19/2026,,,0,1,0,1,1,0,
UTTARA CRESCENT PVT. LTD.,Dhaka,Dhaka,4/19/2026,,,0,1,0,0,1,1,
"Zainul Haque Sikder Women's Medical College & Hospital (Pvt.) Ltd. , Gulshan Branch",Dhaka,Dhaka,4/19/2026,,,0,0,0,0,0,0,
Evercare Hospital Dhaka,Dhaka,Dhaka,4/19/2026,,,1,2,0,0,1,1,
Faridpur Civil Surgeon Office,Dhaka,Faridpur,4/19/2026,,,36,0,1,0,35,7,
Gazipur Civil Surgeon Office,Dhaka,Gazipur,4/19/2026,,,23,19,0,0,23,25,
Gopalganj  Civil Surgeon Office,Dhaka,Gopalganj  ,4/19/2026,,,15,0,0,0,15,18,
Kishoreganj Civil Surgeon Office,Dhaka,Kishoreganj,4/19/2026,,,16,0,0,0,9,7,
Madaripur Civil Surgeon Office,Dhaka,Madaripur,4/19/2026,,,3,0,0,0,3,2,
Manikganj Civil Surgeon Office,Dhaka,Manikganj,4/19/2026,,,14,0,0,0,14,3,
Munshiganj Civil Surgeon Office,Dhaka,Munshiganj,4/19/2026,,,4,0,0,0,2,5,
Narayanganj Civil Surgeon Office,Dhaka,Narayanganj,4/19/2026,,,0,0,0,0,0,0,
Narsingdi Civil Surgeon Office,Dhaka,Narsingdi,4/19/2026,,,8,0,0,0,8,5,
Rajbari Civil Surgeon Office,Dhaka,Rajbari,4/19/2026,,,0,0,0,0,0,2,
Shariatpur Civil Surgeon Office,Dhaka,Shariatpur,4/19/2026,,,4,0,0,0,4,10,
Tangail Civil Surgeon Office,Dhaka,Tangail,4/19/2026,,,31,0,0,0,20,4,
Bagerhat Civil Surgeon Office,Khulna,Bagerhat,4/19/2026,,,2,0,0,0,2,3,
Chuadanga Civil Surgeon Office,Khulna,Chuadanga,4/19/2026,,,2,0,0,0,2,1,
jashore Civil Surgeon Office,Khulna,jashore,4/19/2026,,,7,0,0,0,7,2,
Jhenaidah Civil Surgeon Office,Khulna,Jhenaidah,4/19/2026,,,2,0,0,0,2,4,
Khulna Civil Surgeon Office,Khulna,Khulna,4/19/2026,,,8,0,0,0,8,0,
Kushtia Civil Surgeon Office,Khulna,Kushtia,4/19/2026,,,25,0,0,0,25,13,
Magura Civil Surgeon Office,Khulna,Magura,4/19/2026,,,5,0,0,0,5,2,
Meherpur Civil Surgeon Office,Khulna,Meherpur,4/19/2026,,,7,0,0,0,6,7,
Narail Civil Surgeon Office,Khulna,Narail,4/19/2026,,,12,0,0,0,12,5,
Satkhira Civil Surgeon Office,Khulna,Satkhira,4/19/2026,,,2,0,0,0,2,2,
Jamalpur Civil Surgeon Office,Mymensingh,Jamalpur,4/19/2026,,,3,0,0,0,3,5,
Mymensingh Civil Surgeon Office,Mymensingh,Mymensingh,4/19/2026,,,3,0,0,0,1,1,
Netrokona Civil Surgeon Office,Mymensingh,Netrokona,4/19/2026,,,17,0,0,0,3,11,
Sherpur Civil Surgeon Office,Mymensingh,Sherpur,4/19/2026,,,4,0,0,0,4,11,
Bogura Civil Surgeon Office,Rajshahi,Bogura,4/19/2026,,,3,0,0,0,12,9,
chapainawabganj Civil Surgeon Office,Rajshahi,chapainawabganj,4/19/2026,,,29,0,0,0,29,24,
Joypurhat Civil Surgeon Office,Rajshahi,Joypurhat,4/19/2026,,,6,0,0,0,5,5,
Naogaon Civil Surgeon Office,Rajshahi,Naogaon,4/19/2026,,,6,0,0,0,6,4,
Natore Civil Surgeon Office,Rajshahi,Natore,4/19/2026,,,12,0,0,0,1,2,
Pabna Civil Surgeon Office,Rajshahi,Pabna,4/19/2026,,,14,0,0,0,14,9,
Rajshahi Medical College Hospital,Rajshahi,Rajshahi,4/19/2026,,,132,0,1,0,10,26,
Rajshahi Civil Surgeon Office,Rajshahi,Rajshahi,4/19/2026,,,0,0,0,0,5,0,
