Facility Name,Email,Division,District,Reporting Date,Status,Verified,Suspected cases,Confirmed cases,Suspected deaths,Confirmed deaths,Admitted,Discharged,Serum samples sent,,,,,,,,,,
Lakshmipur Civil Surgeon Office,lakshmipur@cs.dghs.gov.bd,Chattogram,Lakshmipur,4/13/2026,,,10,0,0,0,10,12,,,,,,,,,,,
Lalmonirhat Civil Surgeon Office,lalmonirhat@cs.dghs.gov.bd,Rangpur,Lalmonirhat,4/13/2026,,,5,0,0,0,3,2,,,,,,,,,,,
Madaripur Civil Surgeon Office,madaripur@cs.dghs.gov.bd,Dhaka,Madaripur,4/13/2026,,,7,0,0,0,7,6,,,,,,,,,,,
Magura Civil Surgeon Office,magura@cs.dghs.gov.bd,Khulna,Magura,4/13/2026,,,13,0,0,0,11,11,,,,,,,,,,,
Manikganj Civil Surgeon Office,manikganj@cs.dghs.gov.bd,Dhaka,Manikganj,4/13/2026,,,17,0,0,0,13,15,,,,,,,,,,,
MARKS Medical College Hospital,marksgroupit@gmail.com,Dhaka,Dhaka,4/13/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Meherpur Civil Surgeon Office,meherpur@cs.dghs.gov.bd,Khulna,Meherpur,4/13/2026,,,4,0,0,0,3,0,,,,,,,,,,,
Millennium Specialized hospital Ltd.,infomshl99@gmail.com,Dhaka,Dhaka,4/13/2026,,,1,0,0,0,0,2,,,,,,,,,,,
Moulvibazar Civil Surgeon Office,moulvibazar@cs.dghs.gov.bd,Sylhet,Moulvibazar,4/13/2026,,,9,0,0,0,9,9,,,,,,,,,,,
Munshiganj Civil Surgeon Office,munshiganj@cs.dghs.gov.bd,Dhaka,Munshiganj,4/13/2026,,,6,0,0,0,4,4,,,,,,,,,,,
Mymensingh Civil Surgeon Office,mymensingh@cs.dghs.gov.bd,Mymensingh,Mymensingh,4/13/2026,,,6,0,0,0,0,0,,,,,,,,,,,
Naogaon Civil Surgeon Office,naogaon@cs.dghs.gov.bd,Rajshahi,Naogaon,4/13/2026,,,9,0,0,0,5,4,,,,,,,,,,,
Narail Civil Surgeon Office,narail@cs.dghs.gov.bd,Khulna,Narail,4/13/2026,,,5,0,0,0,5,4,,,,,,,,,,,
Narayanganj Civil Surgeon Office,narayanganj@cs.dghs.gov.bd,Dhaka,Narayanganj,4/13/2026,,,2,0,0,0,2,0,,,,,,,,,,,
Narsingdi Civil Surgeon Office,narsingdi@cs.dghs.gov.bd,Dhaka,Narsingdi,4/13/2026,,,27,0,0,0,13,18,,,,,,,,,,,
National Institute of Traumatology and Orthopaedic Rehabilitation (NITOR),nitor@hospi.dghs.gov.bd,Dhaka,Dhaka,4/13/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Natore Civil Surgeon Office,natore@cs.dghs.gov.bd,Rajshahi,Natore,4/13/2026,,,15,0,0,0,5,6,,,,,,,,,,,
Netrokona Civil Surgeon Office,netrokona@cs.dghs.gov.bd,Mymensingh,Netrokona,4/13/2026,,,17,0,0,0,11,4,,,,,,,,,,,
Nilphamari Civil Surgeon Office,nilphamari@cs.dghs.gov.bd,Rangpur,Nilphamari,4/13/2026,,,1,0,0,0,1,3,,,,,,,,,,,
Noakhali Civil Surgeon Office,noakhali@cs.dghs.gov.bd,Chattogram,Noakhali,4/13/2026,,,9,0,0,0,9,7,,,,,,,,,,,
Pabna Civil Surgeon Office,pabna@cs.dghs.gov.bd,Rajshahi,Pabna,4/13/2026,,,16,0,0,0,16,32,,,,,,,,,,,
Panchagarh Civil Surgeon Office,panchagarh@cs.dghs.gov.bd,Rangpur,Panchagarh,4/13/2026,,,1,0,0,0,0,0,,,,,,,,,,,
Patuakhali Civil Surgeon Office,patuakhali@cs.dghs.gov.bd,Barisal,Patuakhali,4/13/2026,,,18,0,0,0,18,17,,,,,,,,,,,
Pirojpur Civil Surgeon Office,pirojpur@cs.dghs.gov.bd,Barisal,Pirojpur,4/13/2026,,,19,0,0,0,4,1,,,,,,,,,,,
Rajbari Civil Surgeon Office,rajbari@cs.dghs.gov.bd,Dhaka,Rajbari,4/13/2026,,,9,0,0,0,3,1,,,,,,,,,,,
Rajshahi Civil Surgeon Office,rajshahi@cs.dghs.gov.bd,Rajshahi,Rajshahi,4/13/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Rajshahi Medical College Hospital,rajshahimch@hospi.dghs.gov.bd,Rajshahi,Rajshahi,4/13/2026,,,153,0,1,0,9,11,,,,,,,,,,,
Rangamati Civil Surgeon Office,rangamati@cs.dghs.gov.bd,Chattogram,Rangamati,4/13/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Rangpur Civil Surgeon Office,rangpur@cs.dghs.gov.bd,Rangpur,Rangpur,4/13/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Satkhira Civil Surgeon Office,satkhira@cs.dghs.gov.bd,Khulna,Satkhira,4/13/2026,,,7,0,0,0,7,6,,,,,,,,,,,
"Shaheed Monsur Ali Medical College Hospital, Uttara, Dhaka",smamch.1995@gmail.com,Dhaka,Dhaka,4/13/2026,,,0,0,0,0,2,0,,,,,,,,,,,
Shaheed Suhrawardy Medical College Hospital,ssh@hospi.dghs.gov.bd,Dhaka,Dhaka,4/13/2026,,,30,0,1,0,24,17,,,,,,,,,,,
Shariatpur Civil Surgeon Office,shariatpur@cs.dghs.gov.bd,Dhaka,Shariatpur,4/13/2026,,,2,0,0,0,2,3,,,,,,,,,,,
Sherpur Civil Surgeon Office,sherpur@cs.dghs.gov.bd,Mymensingh,Sherpur,4/13/2026,,,1,0,0,0,1,3,,,,,,,,,,,
Sir Salimullah medical College Mitford Hospital Dhaka,mitford@hospi.dghs.gov.bd,Dhaka,Dhaka,4/13/2026,,,13,0,0,0,0,0,,,,,,,,,,,
Sirajganj Civil Surgeon Office,sirajganj@cs.dghs.gov.bd,Rajshahi,Sirajganj,4/13/2026,,,4,4,0,0,4,7,,,,,,,,,,,
Sunamganj Civil Surgeon Office,sunamganj@cs.dghs.gov.bd,Sylhet,Sunamganj,4/13/2026,,,16,0,0,0,7,3,,,,,,,,,,,
Sylhet Civil Surgeon Office,sylhet@cs.dghs.gov.bd,Sylhet,Sylhet,4/13/2026,,,23,0,0,0,20,7,,,,,,,,,,,
Tangail Civil Surgeon Office,tangail@cs.dghs.gov.bd,Dhaka,Tangail,4/13/2026,,,16,0,0,0,12,10,,,,,,,,,,,
Thakurgaon Civil Surgeon Office,thakurgaon@cs.dghs.gov.bd,Rangpur,Thakurgaon,4/13/2026,,,1,0,0,0,1,7,,,,,,,,,,,
United Medical College Hospital,unknown@umch.com,Dhaka,Dhaka,4/13/2026,,,0,2,0,0,0,1,,,,,,,,,,,
Universal medical college hospital,umcrc2022@gmail.com,Dhaka,Dhaka,4/13/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Uttara Crescent Hospital,umcrc2022@gmail.com,Dhaka,Dhaka,4/13/2026,,,2,2,0,0,2,2,,,,,,,,,,,
Aichi Hospital Ltd.,sabik.aichi@gmail.com,Dhaka,Dhaka,4/14/2026,,,1,1,0,0,0,0,,,,,,,,,,,
AMZ Hospital Ltd.,amzhospitalltd.mis10699@gmail.com,Dhaka,Dhaka,4/14/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Anwer Khan Modern Medical College Hospital,akmmchcovid19@gmail.com,Dhaka,Dhaka,4/14/2026,,,0,14,0,0,7,2,,,,,,,,,,,
Asgar Ali Hospital,zahidulhaq@asgaralihospital.com,Dhaka,Dhaka,4/14/2026,,,0,0,0,0,0,2,,,,,,,,,,,
Bagerhat Civil Surgeon Office,bagerhat@cs.dghs.gov.bd,Khulna,Bagerhat,4/14/2026,,,0,0,0,0,0,2,,,,,,,,,,,
bandarban Civil Surgeon Office,bandarban@cs.dghs.gov.bd,Chattogram,bandarban,4/14/2026,,,3,0,0,0,3,0,,,,,,,,,,,
Bangladesh medical University,bmu@example.com,Dhaka,Dhaka,4/14/2026,,,7,7,0,0,7,2,,,,,,,,,,,
Barguna Civil Surgeon Office,barguna@cs.dghs.gov.bd,Barisal,Barguna,4/14/2026,,,22,0,0,0,8,4,,,,,,,,,,,
Barisal Civil Surgeon Office,barisal@cs.dghs.gov.bd,Barisal,Barisal,4/14/2026,,,5,0,0,0,5,3,,,,,,,,,,,
Bhola Civil Surgeon Office,bhola@cs.dghs.gov.bd,Barisal,Bhola,4/14/2026,,,9,0,0,0,9,9,,,,,,,,,,,
BIRDEM Women & Children Hospital,birdem-2@dab-bd.org,Dhaka,Dhaka,4/14/2026,,,2,0,0,0,0,0,,,,,,,,,,,
Bogura Civil Surgeon Office,bogura@cs.dghs.gov.bd,Rajshahi,Bogura,4/14/2026,,,2,0,0,0,11,6,,,,,,,,,,,
Brahmanbaria Civil Surgeon Office,brahmanbaria@cs.dghs.gov.bd,Chattogram,Brahmanbaria,4/14/2026,,,3,0,0,0,3,3,,,,,,,,,,,
Central Police Hospital Rajarbag Dhaka,unkown@cph.gov.bd,Dhaka,Dhaka,4/14/2026,,,1,1,0,0,1,1,,,,,,,,,,,
Chandpur Civil Surgeon Office,chandpur@cs.dghs.gov.bd,Chattogram,Chandpur,4/14/2026,,,10,0,0,0,10,6,,,,,,,,,,,
Chapainawabganj Civil Surgeon Office,chapainawabganj@cs.dghs.gov.bd,Rajshahi,Chapainawabganj,4/14/2026,,,36,0,0,0,36,36,,,,,,,,,,,
Chattogram Civil Surgeon Office,chittagong@cs.dghs.gov.bd,Chattogram,Chattogram,4/14/2026,,,28,2,0,1,28,35,,,,,,,,,,,
Chuadanga Civil Surgeon Office,chuadanga@cs.dghs.gov.bd,Khulna,Chuadanga,4/14/2026,,,4,0,0,0,4,4,,,,,,,,,,,
City Hospital Ltd.,cityhosp.bd@gmail.com,Dhaka,Dhaka,4/14/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Cox's Bazar Civil Surgeon Office,coxsbazar@cs.dghs.gov.bd,Chattogram,Cox's Bazar,4/14/2026,,,23,0,1,0,23,40,,,,,,,,,,,
Cumilla Civil Surgeon Office,cumilla@cs.dghs.gov.bd,Chattogram,Cumilla,4/14/2026,,,37,1,0,0,23,306,,,,,,,,,,,
DELTA HOSPITAL LIMITED,amiruldelta@gmail.com,Dhaka,Dhaka,4/14/2026,,,1,0,0,0,1,2,,,,,,,,,,,
Dhaka Civil Surgeon Office,dhaka@cs.dghs.gov.bd,Dhaka,Dhaka,4/14/2026,,,6,0,2,0,4,0,,,,,,,,,,,
Dhaka medical College hospital,dmch@hospi.dghs.gov.bd,Dhaka,Dhaka,4/14/2026,,,2,2,0,0,2,2,,,,,,,,,,,
Dinajpur Civil Surgeon Office,dinajpur@cs.dghs.gov.bd,Rangpur,Dinajpur,4/14/2026,,,0,0,0,0,0,0,,,,,,,,,,,
"DNCC Dedicated Covid-19 Hospital, Mohakhali, Dhaka",dncc.covid@hospi.dghs.gov.bd,Dhaka,Dhaka,4/14/2026,,,150,45,0,0,86,61,,,,,,,,,,,
"Dr. M R Khan shishu Hospital & Institute of Child Health, Mirpur-2, Dhaka",mrkhan.shishu@gmail.com,Dhaka,Dhaka,4/14/2026,,,45,45,0,0,8,6,,,,,,,,,,,
Enam Medical College & Hospital,info@emch.com.bd,Dhaka,Dhaka,4/14/2026,,,0,4,0,0,4,3,,,,,,,,,,,
Faridpur Civil Surgeon Office,faridpur@cs.dghs.gov.bd,Dhaka,Faridpur,4/14/2026,,,21,0,1,0,0,16,,,,,,,,,,,
Feni Civil Surgeon Office,feni@cs.dghs.gov.bd,Chattogram,Feni,4/14/2026,,,2,0,0,0,2,5,,,,,,,,,,,
Gaibandha Civil Surgeon Office,gaibandha@cs.dghs.gov.bd,Rangpur,Gaibandha,4/14/2026,,,2,0,0,0,1,2,,,,,,,,,,,
Gazipur Civil Surgeon Office,gazipur@cs.dghs.gov.bd,Dhaka,Gazipur,4/14/2026,,,24,0,0,0,24,24,,,,,,,,,,,
Gopalganj  Civil Surgeon Office,gopalganj@cs.dghs.gov.bd,Dhaka,Gopalganj  ,4/14/2026,,,20,0,0,0,17,14,,,,,,,,,,,
Habiganj Civil Surgeon Office,habiganj@cs.dghs.gov.bd,Sylhet,Habiganj,4/14/2026,,,1,0,0,0,1,0,,,,,,,,,,,
Hi-Care General Hospital Ltd.,hicare13@gmail.com,Dhaka,Dhaka,4/14/2026,,,0,0,0,0,0,0,,,,,,,,,,,
"Infectious Diseases Hospital, Nohakhali, Dhaka-1212",kidh@hospi.dghs.gov.bd,Dhaka,Dhaka,4/14/2026,,,44,23,1,0,20,10,,,,,,,,,,,
Insaf Barakah Kidney & General Hospital,insafbarakah@gmail.com,Dhaka,Dhaka,4/14/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Jamalpur Civil Surgeon Office,jamalpur@cs.dghs.gov.bd,Mymensingh,Jamalpur,4/14/2026,,,4,0,0,0,4,6,,,,,,,,,,,
Japan Bangladesh Friendship Hospital Ltd.,jbfh24@yahoo.com,Dhaka,Dhaka,4/14/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Jashore Civil Surgeon Office,jashore@cs.dghs.gov.bd,Khulna,Jashore,4/14/2026,,,15,0,0,0,13,10,,,,,,,,,,,
Jhalakathi Civil Surgeon Office,jhalakathi@cs.dghs.gov.bd,Barisal,Jhalakathi,4/14/2026,,,6,0,0,0,2,3,,,,,,,,,,,
Jhenaidah Civil Surgeon Office,jhenaidah@cs.dghs.gov.bd,Khulna,Jhenaidah,4/14/2026,,,3,0,0,0,0,5,,,,,,,,,,,
Joypurhat Civil Surgeon Office,joypurhat@cs.dghs.gov.bd,Rajshahi,Joypurhat,4/14/2026,,,3,0,0,0,3,1,,,,,,,,,,,
Khagrachhari Civil Surgeon Office,khagrachhari@cs.dghs.gov.bd,Chattogram,Khagrachhari,4/14/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Khulna Civil Surgeon Office,khulna@cs.dghs.gov.bd,Khulna,Khulna,4/14/2026,,,11,3,0,0,11,16,,,,,,,,,,,
Kishoreganj Civil Surgeon Office,kishoreganj@cs.dghs.gov.bd,Dhaka,Kishoreganj,4/14/2026,,,13,0,0,0,12,9,,,,,,,,,,,
Kurigram Civil Surgeon Office,kurigram@cs.dghs.gov.bd,Rangpur,Kurigram,4/14/2026,,,0,0,0,0,1,2,,,,,,,,,,,
Kurmitola General Hospital,curmitolahospital@hospi.dghs.gov.bd,Dhaka,Dhaka,4/14/2026,,,7,0,0,0,4,5,,,,,,,,,,,
Kushtia Civil Surgeon Office,kushtia@cs.dghs.gov.bd,Khulna,Kushtia,4/14/2026,,,25,0,0,0,25,21,,,,,,,,,,,
Lakshmipur Civil Surgeon Office,lakshmipur@cs.dghs.gov.bd,Chattogram,Lakshmipur,4/14/2026,,,9,0,0,0,9,6,,,,,,,,,,,
Lalmonirhat Civil Surgeon Office,lalmonirhat@cs.dghs.gov.bd,Rangpur,Lalmonirhat,4/14/2026,,,3,0,0,0,0,1,,,,,,,,,,,
Madaripur Civil Surgeon Office,madaripur@cs.dghs.gov.bd,Dhaka,Madaripur,4/14/2026,,,6,0,0,0,6,6,,,,,,,,,,,
Magura Civil Surgeon Office,magura@cs.dghs.gov.bd,Khulna,Magura,4/14/2026,,,11,0,0,0,10,5,,,,,,,,,,,
Manikganj Civil Surgeon Office,manikganj@cs.dghs.gov.bd,Dhaka,Manikganj,4/14/2026,,,15,4,0,0,14,4,,,,,,,,,,,
Meherpur Civil Surgeon Office,meherpur@cs.dghs.gov.bd,Khulna,Meherpur,4/14/2026,,,14,0,0,0,10,9,,,,,,,,,,,
Millennium Specialized Hospital,infomshl99@gmail.com,Dhaka,Dhaka,4/14/2026,,,1,0,1,0,1,3,,,,,,,,,,,
Moulvibazar Civil Surgeon Office,moulvibazar@cs.dghs.gov.bd,Sylhet,Moulvibazar,4/14/2026,,,16,0,0,0,13,9,,,,,,,,,,,
"Mugda Medical College Hospital, Dhaka",first@hospi.dghs.gov.bd,Dhaka,Dhaka,4/14/2026,,,17,0,0,0,17,18,,,,,,,,,,,
Munshiganj Civil Surgeon Office,munshiganj@cs.dghs.gov.bd,Dhaka,Munshiganj,4/14/2026,,,5,1,0,0,5,3,,,,,,,,,,,
Mymensingh Civil Surgeon Office,mymensingh@cs.dghs.gov.bd,Mymensingh,Mymensingh,4/14/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Naogaon Civil Surgeon Office,naogaon@cs.dghs.gov.bd,Rajshahi,Naogaon,4/14/2026,,,12,0,0,0,10,2,,,,,,,,,,,
Narail Civil Surgeon Office,narail@cs.dghs.gov.bd,Khulna,Narail,4/14/2026,,,2,0,0,0,1,3,,,,,,,,,,,
Narayanganj Civil Surgeon Office,narayanganj@cs.dghs.gov.bd,Dhaka,Narayanganj,4/14/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Narsingdi Civil Surgeon Office,narsingdi@cs.dghs.gov.bd,Dhaka,Narsingdi,4/14/2026,,,13,0,0,0,7,5,,,,,,,,,,,
Natore Civil Surgeon Office,natore@cs.dghs.gov.bd,Rajshahi,Natore,4/14/2026,,,17,0,0,0,7,2,,,,,,,,,,,
Netrokona Civil Surgeon Office,netrokona@cs.dghs.gov.bd,Mymensingh,Netrokona,4/14/2026,,,8,0,0,0,7,3,,,,,,,,,,,
Nilphamari Civil Surgeon Office,nilphamari@cs.dghs.gov.bd,Rangpur,Nilphamari,4/14/2026,,,5,0,0,0,3,1,,,,,,,,,,,
Noakhali Civil Surgeon Office,noakhali@cs.dghs.gov.bd,Chattogram,Noakhali,4/14/2026,,,8,0,0,0,8,10,,,,,,,,,,,
Pabna Civil Surgeon Office,pabna@cs.dghs.gov.bd,Rajshahi,Pabna,4/14/2026,,,20,0,0,0,20,16,,,,,,,,,,,
Panchagarh Civil Surgeon Office,panchagarh@cs.dghs.gov.bd,Rangpur,Panchagarh,4/14/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Patuakhali Civil Surgeon Office,patuakhali@cs.dghs.gov.bd,Barisal,Patuakhali,4/14/2026,,,18,0,0,0,18,23,,,,,,,,,,,
Pirojpur Civil Surgeon Office,pirojpur@cs.dghs.gov.bd,Barisal,Pirojpur,4/14/2026,,,11,0,0,0,4,8,,,,,,,,,,,
Rajbari Civil Surgeon Office,rajbari@cs.dghs.gov.bd,Dhaka,Rajbari,4/14/2026,,,8,0,0,0,5,1,,,,,,,,,,,
Rajshahi Civil Surgeon Office,rajshahi@cs.dghs.gov.bd,Rajshahi,Rajshahi,4/14/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Rajshahi Medical College Hospital,rajshahimch@hospi.dghs.gov.bd,Rajshahi,Rajshahi,4/14/2026,,,154,0,1,0,19,17,,,,,,,,,,,
Rangamati Civil Surgeon Office,rangamati@cs.dghs.gov.bd,Chattogram,Rangamati,4/14/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Rangpur Civil Surgeon Office,rangpur@cs.dghs.gov.bd,Rangpur,Rangpur,4/14/2026,,,4,0,0,0,0,0,,,,,,,,,,,
Satkhira Civil Surgeon Office,satkhira@cs.dghs.gov.bd,Khulna,Satkhira,4/14/2026,,,2,0,0,0,2,4,,,,,,,,,,,
Shaheed Suhrawardy Medical College Hospital,ssh@hospi.dghs.gov.bd,Dhaka,Dhaka,4/14/2026,,,18,6,0,0,16,37,,,,,,,,,,,
Shariatpur Civil Surgeon Office,shariatpur@cs.dghs.gov.bd,Dhaka,Shariatpur,4/14/2026,,,8,2,0,0,3,2,,,,,,,,,,,
Sherpur Civil Surgeon Office,sherpur@cs.dghs.gov.bd,Mymensingh,Sherpur,4/14/2026,,,9,0,0,0,5,0,,,,,,,,,,,
Sir Salimullah Medical Collage Mitford Hospital Dhaka,mitford@hospi.dghs.gov.bd,Dhaka,Dhaka,4/14/2026,,,13,0,0,0,0,0,,,,,,,,,,,
Sirajganj Civil Surgeon Office,sirajganj@cs.dghs.gov.bd,Rajshahi,Sirajganj,4/14/2026,,,13,13,0,0,13,9,,,,,,,,,,,
Square Hospital Lt,muktadir@squarehospital.com,Dhaka,Dhaka,4/14/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Sunamganj Civil Surgeon Office,sunamganj@cs.dghs.gov.bd,Sylhet,Sunamganj,4/14/2026,,,15,0,0,0,14,2,,,,,,,,,,,
Sylhet Civil Surgeon Office,sylhet@cs.dghs.gov.bd,Sylhet,Sylhet,4/14/2026,,,12,0,0,0,6,15,,,,,,,,,,,
Tangail Civil Surgeon Office,tangail@cs.dghs.gov.bd,Dhaka,Tangail,4/14/2026,,,36,1,1,0,18,19,,,,,,,,,,,
Thakurgaon Civil Surgeon Office,thakurgaon@cs.dghs.gov.bd,Rangpur,Thakurgaon,4/14/2026,,,3,0,0,0,3,7,,,,,,,,,,,
Universal medical college hospital,umcrc2022@gmail.com,Dhaka,Dhaka,4/14/2026,,,0,0,0,0,0,1,,,,,,,,,,,
Uttara Crescent Hospital,shuvo.uch@gmail.com,Dhaka,Dhaka,4/14/2026,,,1,1,0,0,1,0,,,,,,,,,,,
"Ad-din Medical College Hospital, Moghbazar, Dhaka-1217",mdshihab886@gmail.com,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,1,,,,,,,,,,,
Aichi Hospital Ltd.,sabik.aichi@gmail.com,Dhaka,Dhaka,4/15/2026,,,1,1,0,0,1,0,,,,,,,,,,,
AMZ Hospital Ltd.,amzhospitalltd.mis10699@gmail.com,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Anwer Khan Modern Medical College Hospital,akmmchcovid19@gmail.com,Dhaka,Dhaka,4/15/2026,,,0,14,0,0,2,2,,,,,,,,,,,
Asgar Ali Hospital,zahidulhaq@asgaralihospital.com,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Bagerhat Civil Surgeon Office,bagerhat@cs.dghs.gov.bd,Khulna,Bagerhat,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Bandarban Civil Surgeon Office,bandarban@cs.dghs.gov.bd,Chattogram,Bandarban,4/15/2026,,,3,0,0,0,3,0,,,,,,,,,,,
Bangladesh medical University,bmu@example.com,Dhaka,Dhaka,4/15/2026,,,7,7,0,0,7,0,,,,,,,,,,,
Bangladesh Shishu Hospital & Institute,epiddsh@gmail.com,Dhaka,Dhaka,4/15/2026,,,15,0,0,0,15,15,,,,,,,,,,,
Bangladesh Specialized Hospital PLC,bshl.dhaka@gmail.com,Dhaka,Dhaka,4/15/2026,,,4,2,0,0,2,2,,,,,,,,,,,
Barguna Civil Surgeon Office,barguna@cs.dghs.gov.bd,Barisal,Barguna,4/15/2026,,,22,0,0,0,7,4,,,,,,,,,,,
Barisal Civil Surgeon Office,barisal@cs.dghs.gov.bd,Barisal,Barisal,4/15/2026,,,11,0,0,0,0,0,,,,,,,,,,,
Bhola Civil Surgeon Office,bhola@cs.dghs.gov.bd,Barisal,Bhola,4/15/2026,,,11,0,0,0,11,12,,,,,,,,,,,
BIHS General Hospital,mhasemanto@gmail.com,Dhaka,Dhaka,4/15/2026,,,1,0,0,0,1,3,,,,,,,,,,,
BIRDEM Women & Children Hospital,birdem-2@dab-bd.org,Dhaka,Dhaka,4/15/2026,,,1,0,0,0,1,0,,,,,,,,,,,
Bogura Civil Surgeon Office,bogura@cs.dghs.gov.bd,Rajshahi,Bogura,4/15/2026,,,12,1,0,0,12,6,,,,,,,,,,,
Brahmanbaria Civil Surgeon Office,brahmanbaria@cs.dghs.gov.bd,Chattogram,Brahmanbaria,4/15/2026,,,4,0,0,0,4,0,,,,,,,,,,,
Central Police Hospital Rajarbag Dhaka,unkown@cph.gov.bd,Dhaka,Dhaka,4/15/2026,,,1,1,0,0,1,0,,,,,,,,,,,
Chandpur Civil Surgeon Office,chandpur@cs.dghs.gov.bd,Chattogram,Chandpur,4/15/2026,,,11,0,0,0,11,4,,,,,,,,,,,
chapainawabganj Civil Surgeon Office,chapainawabganj@cs.dghs.gov.bd,Rajshahi,chapainawabganj,4/15/2026,,,40,0,0,0,40,5,,,,,,,,,,,
Chattogram Civil Surgeon Office,chittagong@cs.dghs.gov.bd,Chattogram,Chattogram,4/15/2026,,,14,0,0,0,14,9,,,,,,,,,,,
Chuadanga Civil Surgeon Office,chuadanga@cs.dghs.gov.bd,Khulna,Chuadanga,4/15/2026,,,2,0,0,0,2,29,,,,,,,,,,,
City Hospital Ltd.,cityhosp.bd@gmail.com,Dhaka,Dhaka,4/15/2026,,,0,1,0,0,1,1,,,,,,,,,,,
Continental Hospital,continental@example.com,Dhaka,Dhaka,4/15/2026,,,4,0,0,0,4,0,,,,,,,,,,,
Cox's Bazar Civil Surgeon Office,coxsbazar@cs.dghs.gov.bd,Chattogram,Cox's Bazar,4/15/2026,,,33,0,0,0,33,19,,,,,,,,,,,
Crescent Gastroliver & General Hospital Ltd.,crescentgastroliver2010@gmail.com,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Cumilla Civil Surgeon Office,cumilla@cs.dghs.gov.bd,Chattogram,Cumilla,4/15/2026,,,19,0,0,0,19,14,,,,,,,,,,,
DELTA HOSPITAL LIMITED,amiruldelta@gmail.com,Dhaka,Dhaka,4/15/2026,,,1,0,0,0,1,0,,,,,,,,,,,
Dhaka Civil Surgeon Office,dhaka@cs.dghs.gov.bd,Dhaka,Dhaka,4/15/2026,,,9,0,0,0,9,10,,,,,,,,,,,
Dhaka Community Medical College Hospital,ashrafulislamirfan@gmail.com,Dhaka,Dhaka,4/15/2026,,,63,3,0,0,3,3,,,,,,,,,,,
Dhaka medical College hospital,dmch@hospi.dghs.gov.bd,Dhaka,Dhaka,4/15/2026,,,3,3,1,1,3,0,,,,,,,,,,,
Dinajpur Civil Surgeon Office,dinajpur@cs.dghs.gov.bd,Rangpur,Dinajpur,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
"DNCC Dedicated Covid-19 Hospital, Mohakhali, Dhaka",dncc.covid@hospi.dghs.gov.bd,Dhaka,Dhaka,4/15/2026,,,173,0,0,0,91,84,,,,,,,,,,,
"Dr. M R Khan shishu Hospital & Institute of Child Health, Mirpur-2, Dhaka",mrkhan.shishu@gmail.com,Dhaka,Dhaka,4/15/2026,,,20,20,0,0,4,2,,,,,,,,,,,
Enam Medical College & Hospital,info@emch.com.bd,Dhaka,Dhaka,4/15/2026,,,0,3,0,0,1,3,,,,,,,,,,,
Evercare Hospital Dhaka,mrdept@evercarebd.com,Dhaka,Dhaka,4/15/2026,,,1,1,0,0,1,1,,,,,,,,,,,
EXIM Bank Hospital,barikkhan1962@gmail.com,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Faridpur Civil Surgeon Office,faridpur@cs.dghs.gov.bd,Dhaka,Faridpur,4/15/2026,,,20,0,0,0,20,16,,,,,,,,,,,
Feni Civil Surgeon Office,feni@cs.dghs.gov.bd,Chattogram,Feni,4/15/2026,,,0,0,0,0,2,0,,,,,,,,,,,
Gaibandha Civil Surgeon Office,gaibandha@cs.dghs.gov.bd,Rangpur,Gaibandha,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Gazipur Civil Surgeon Office,gazipur@cs.dghs.gov.bd,Dhaka,Gazipur,4/15/2026,,,16,0,0,0,16,3,,,,,,,,,,,
Gopalganj  Civil Surgeon Office,gopalganj@cs.dghs.gov.bd,Dhaka,Gopalganj  ,4/15/2026,,,13,0,0,0,7,8,,,,,,,,,,,
Habiganj Civil Surgeon Office,habiganj@cs.dghs.gov.bd,Sylhet,Habiganj,4/15/2026,,,1,0,0,0,1,0,,,,,,,,,,,
Hi-Care General Hospital Ltd.,hicare13@gmail.com,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
